ENSEMBL	SYMBOL	TXCHROM	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000021613	Hapln1	chr13	0.733834283944119	5.23634162802023	3.07003592877221	0.0107644978797755	0.999691296273799	-4.18493310047357
ENSMUSG00000026255	Efhd1	chr1	-0.58598508427509	5.13846802960057	-3.06742079009886	0.0108146604405392	0.999691296273799	-4.19216898200742
ENSMUSG00000036744	Or2ag2b	chr7	-0.698126988246113	6.38303652727921	-3.06538173544767	0.010853936708763	0.999691296273799	-4.06591345560803
ENSMUSG00000013160	Atp6v0d1	chr8	-0.659611718915354	5.36954856944674	-3.05669615527643	0.011022860074515	0.999691296273799	-4.14777591542208
ENSMUSG00000009378	Slc16a12	chr19	0.54764788079579	6.06415297022437	3.05565144536806	0.0110433565514839	0.999691296273799	-4.0231009025434
ENSMUSG00000028980	H6pd	chr4	0.637475219642853	5.51941379836725	3.04325452576808	0.0112895352208755	0.999691296273799	-4.13783844857792
ENSMUSG00000033952	Aspm	chr1	-4.39540565145414	-2.34886858476686	-3.03116663339723	0.0115349141802505	0.999691296273799	-4.58740381359927
ENSMUSG00000087230	Mroh3	chr1	-1.1819338952521	4.30595984889127	-3.02464564909668	0.0116695158286736	0.999691296273799	-4.35679774910777
ENSMUSG00000044156	Hepacam2	chr6	-0.788841927265978	3.93614807317946	-3.01827113643991	0.0118026260838387	0.999691296273799	-4.37033338012123
ENSMUSG00000029309	Sparcl1	chr5	4.18286221691195	-1.39655552968279	3.00421078435837	0.0121016696511024	0.999691296273799	-4.58614788750329
ENSMUSG00000029601	Iqcd	chr5	0.73216981159636	5.30245148850838	3.00281196976999	0.0121318351817524	0.999691296273799	-4.22389087310145
ENSMUSG00000037071	Scd1	chr19	-0.524479117942222	6.43450762537401	-2.99394272144129	0.0123248729234833	0.999691296273799	-4.02148271225082
ENSMUSG00000024730	Ms4a8a	chr19	-0.81124500088332	5.33145151718108	-2.98008426662562	0.0126327153999276	0.999691296273799	-4.19880821982679
ENSMUSG00000037119	Fam91a1	chr15	3.35506159951322	0.609727815065363	2.96933262964194	0.0128768701332351	0.999691296273799	-4.57173308729207
ENSMUSG00000026234	Ncl	chr1	-0.934143301398656	3.39535656811186	-2.93302280959983	0.0137370580011788	0.999691296273799	-4.43920904213403
ENSMUSG00000034156	Tspoap1	chr11	-1.37326993703778	2.4989466355547	-2.92418782423142	0.0139549563246704	0.999691296273799	-4.50807921612739
ENSMUSG00000007050	Lsm2	chr17	0.445140427328273	7.6991185541088	2.92088837730726	0.0140372184184911	0.999691296273799	-3.9652491715651
ENSMUSG00000039264	Gimap3	chr6	-1.10932134425554	4.39039969350846	-2.91166000921924	0.014269895532347	0.999691296273799	-4.35610074309886
ENSMUSG00000041261	Car8	chr4	-0.934316922080218	3.51962913178205	-2.90681431806874	0.0143936172643475	0.999691296273799	-4.41265122174974
ENSMUSG00000026605	Cenpf	chr1	2.08470187484255	0.340131039082718	2.88793164079527	0.0148860904479283	0.999691296273799	-4.56517873216552
ENSMUSG00000020226	Slc5a4b	chr10	-0.790330190824855	5.03311200550223	-2.87876408620049	0.0151312440749674	0.999691296273799	-4.26742766502184
ENSMUSG00000029015	Slc26a5	chr5	1.14542817949816	3.69955800307531	2.86979100182086	0.0153751147906137	0.999691296273799	-4.41145962611932
ENSMUSG00000029027	Dffb	chr4	-4.09696328067558	-1.96580635694878	-2.8510595013537	0.0158969591359944	0.999691296273799	-4.58781056478682
ENSMUSG00000050102	Vmn1r235	chr17	-0.528577707330156	6.57422313528667	-2.8496171698058	0.0159378688658568	0.999691296273799	-4.05653640947558
ENSMUSG00000002944	Cd36	chr5	-1.45018056492451	2.04242119611942	-2.84461315723177	0.0160806190841893	0.999691296273799	-4.52630151275072
ENSMUSG00000022357	Klhl38	chr15	0.684098931595882	4.08479967992523	2.84183788658919	0.0161603402851281	0.999691296273799	-4.35788668920024
ENSMUSG00000031015	Swap70	chr7	1.27895774805072	2.41689631140915	2.83690344806664	0.0163030622115583	0.999691296273799	-4.49288393384649
ENSMUSG00000024379	Tslp	chr18	-1.57109802020091	2.81772943068123	-2.83249657004616	0.0164315902389616	0.999691296273799	-4.49929446783479
ENSMUSG00000023403	Stk31	chr6	1.48722296878162	1.77215237356864	2.81724219618588	0.0168843595552914	0.999691296273799	-4.53975311754798
ENSMUSG00000039474	Wfs1	chr5	-1.24924609126024	3.42545553869633	-2.80489594701332	0.0172599207265616	0.999691296273799	-4.45530631062738
ENSMUSG00000015090	Ptgds	chr2	0.631724698709516	4.64746856735372	2.79470343273036	0.0175762426074008	0.999691296273799	-4.32617104380235
ENSMUSG00000022246	Rai14	chr15	0.37926493403786	8.82666657455293	2.78859017375363	0.0177687339064283	0.999691296273799	-3.98939715271199
ENSMUSG00000051855	Mest	chr6	0.486689102091028	5.67908297371253	2.78073839444733	0.0180190540840448	0.999691296273799	-4.15732287896869
ENSMUSG00000026536	Ifi211	chr1	0.42287104102461	8.26756170097873	2.77851950539731	0.0180904287986634	0.999691296273799	-4.00003870691175
ENSMUSG00000020715	Ern1	chr11	-0.756202678917862	6.38441984420827	-2.77670237067613	0.0181490901620147	0.999691296273799	-4.10483790798506
ENSMUSG00000071177	Serpina1d	chr12	-4.31291987111637	-2.394717500596	-2.7708376693	0.018339712709932	0.999691296273799	-4.58849238092354
ENSMUSG00000027655	Dhx35	chr2	-0.502356374690414	5.78109626047086	-2.75124076488577	0.0189912605639899	0.999691296273799	-4.20483586519181
ENSMUSG00000029472	Anapc5	chr5	-0.671331143150065	5.15117262278509	-2.74966272113631	0.0190447182736449	0.999691296273799	-4.27976638289303
ENSMUSG00000047746	Fbxo40	chr16	-1.69556807242301	2.81072499056894	-2.74098427279082	0.0193413957677547	0.999691296273799	-4.48715037604075
ENSMUSG00000027900	Dram2	chr3	-0.684012924439274	4.48718285629619	-2.7357614879244	0.0195221505472376	0.999691296273799	-4.36966533260143
ENSMUSG00000039804	Ncoa5	chr2	0.403152462028928	8.46408505058707	2.73081426042648	0.0196949172982112	0.999691296273799	-4.01369067798187
ENSMUSG00000043505	Gimap5	chr6	-1.24904844317331	3.92998626718763	-2.7285503288723	0.0197744842435223	0.999691296273799	-4.42681428763443
ENSMUSG00000038299	Wdr36	chr18	-1.19305865848373	4.62953788591436	-2.72162341759196	0.0200199232362459	0.999691296273799	-4.36150345996604
ENSMUSG00000019124	Scrn1	chr6	-1.13840571843399	3.13236914544972	-2.72074655498437	0.02005120787631	0.999691296273799	-4.47150800154524
ENSMUSG00000048612	Myof	chr19	0.368362874235007	8.11905954879672	2.71970429871214	0.0200884565965177	0.999691296273799	-4.02491697249064
ENSMUSG00000058966	Tlcd3b	chr7	-0.642957887388884	4.88662328887213	-2.71815299545451	0.0201440252437076	0.999691296273799	-4.329473977233
ENSMUSG00000032754	Slc8b1	chr5	-1.09215175909601	2.85297483236876	-2.71093018670709	0.0204047675332619	0.999691296273799	-4.49483579930666
ENSMUSG00000096484	Cwc22rt4	NA	0.376930106955784	8.89389662848654	2.70619618871461	0.020577479292623	0.999691296273799	-4.0179646002204
ENSMUSG00000064307	Lrrc51	chr7	1.53296039886384	1.63550091227907	2.70417191308403	0.0206517736877376	0.999691296273799	-4.54906682822259
ENSMUSG00000028747	Htr6	chr4	-1.82003789426284	1.13038985517534	-2.70175626531032	0.0207407805782686	0.999691296273799	-4.55795503414738
ENSMUSG00000028327	Stra6l	chr4	0.836124634591181	3.55053194538544	2.69009223378719	0.0211759376402826	0.999691296273799	-4.43834707057946
ENSMUSG00000041355	Ssr2	chr3	0.52262326554948	7.7390060032031	2.67851988084407	0.0216166193954035	0.999691296273799	-4.04619937715941
ENSMUSG00000025352	Gdf11	chr10	-0.527606684258995	6.73899035181285	-2.67220937481329	0.0218607439232847	0.999691296273799	-4.10444215269398
ENSMUSG00000036381	P2ry14	chr3	2.53966837433823	0.448539951932159	2.6693612660103	0.0219718167698652	0.999691296273799	-4.57485617461995
ENSMUSG00000025648	Pfkfb4	chr9	0.564783265173507	4.98036536559722	2.66847183358546	0.0220066179694291	0.999691296273799	-4.30710111130439
ENSMUSG00000030111	A2m	chr6	-1.05428744819498	3.71633414514045	-2.66692053688333	0.0220674468947452	0.999691296273799	-4.4205835934116
ENSMUSG00000017733	Eppin	chr2	0.470803544311668	7.25750791739104	2.66593282540726	0.0221062634275038	0.999691296273799	-4.06601708179141
ENSMUSG00000063358	Mapk1	chr16	-0.750540190312159	3.73093391566541	-2.66085335243343	0.0223069542801023	0.999691296273799	-4.43607161283787
ENSMUSG00000034243	Golgb1	chr16	0.602359655108976	5.54543307210878	2.6549807450181	0.0225412306947561	0.999691296273799	-4.22493677603647
ENSMUSG00000068250	Amn1	chr6	-0.570194638736459	5.51269195073167	-2.65372879339922	0.0225914888931375	0.999691296273799	-4.25758698244107
ENSMUSG00000068794	Col28a1	chr6	1.1822764770929	1.83095064507976	2.65335733327452	0.0226064220618673	0.999691296273799	-4.51118394079141
ENSMUSG00000022300	Dcaf13	chr15	-1.18811129894803	2.18048034926636	-2.65036824679515	0.0227269431418745	0.999691296273799	-4.52319596984998
ENSMUSG00000020544	Cox11	chr11	3.48290973207317	-1.1575653902301	2.63931570254678	0.0231781307770571	0.999691296273799	-4.58674344362066
ENSMUSG00000073643	Wdfy1	chr1	0.650729563021263	5.38454115495287	2.6380860139031	0.0232288734467791	0.999691296273799	-4.26583762282116
ENSMUSG00000102416	4933424G06Rik	chr1	-1.05045864417609	2.89182504000931	-2.63506475287107	0.0233540114913056	0.999691296273799	-4.50000971948985
ENSMUSG00000013091	Tmem190	chr7	2.35962697337684	0.157378328378696	2.62998140093134	0.0235660647033272	0.999691296273799	-4.5773602556623
ENSMUSG00000022408	Fam83f	chr15	-0.928002003367727	3.4604456005133	-2.62870033815852	0.0236198039633624	0.999691296273799	-4.47197487090881
ENSMUSG00000003882	Il7r	chr15	-0.567384649472777	7.3974724633613	-2.620268954033	0.0239765241141765	0.999691296273799	-4.0856545823139
ENSMUSG00000026479	Lamc2	chr1	1.62081116330796	1.11808056928559	2.62005968015366	0.0239854455306202	0.999691296273799	-4.55968144717049
ENSMUSG00000015619	Gata3	chr2	-0.978346705414685	3.71979049661888	-2.61695891368807	0.024118016918459	0.999691296273799	-4.44322692500342
ENSMUSG00000067591	Klra3	chr6	3.71403199375666	-1.94533023231786	2.61629828304541	0.0241463551153132	0.999691296273799	-4.58859785398436
ENSMUSG00000035158	Mitf	chr6	0.718662958374985	5.64491577412029	2.61052005556228	0.0243956209688748	0.999691296273799	-4.23987501628086
ENSMUSG00000021940	Ptpn20	chr14	0.90987004001911	4.37567416939707	2.60890087920732	0.0244659246228638	0.999691296273799	-4.3809069030524
ENSMUSG00000022415	Syngr1	chr15	0.413826092171842	6.95578206646574	2.60247521383656	0.0247468989443065	0.999691296273799	-4.10377373784438
ENSMUSG00000033075	Senp1	chr15	-1.15135317166805	7.56485591790592	-2.59461581796155	0.0250948951419658	0.999691296273799	-4.08166667016634
ENSMUSG00000020734	Grin2c	chr11	-0.81586129046277	3.52272996495692	-2.59431829021272	0.0251081633371975	0.999691296273799	-4.45877095255459
ENSMUSG00000024617	Camk2a	chr18	0.348106325812809	9.00478175093396	2.59085571140518	0.0252630857842806	0.999691296273799	-4.05857904401215
ENSMUSG00000024124	Prss30	chr17	1.58754239209025	1.9071028447598	2.58880199407522	0.0253554177152788	0.999691296273799	-4.54447752356594
ENSMUSG00000039789	Zfp597	chr16	1.4560404428126	1.25559939288827	2.58798534583451	0.0253922252755581	0.999691296273799	-4.54923356716318
ENSMUSG00000025511	Tspan4	chr7	-2.02659921225093	0.703156359341119	-2.58651498516672	0.0254586294030211	0.999691296273799	-4.57106365985543
ENSMUSG00000034858	Atosa	chr9	-3.54986494847686	-1.56174224502576	-2.58477572394118	0.0255373984581897	0.999691296273799	-4.58779713730767
ENSMUSG00000022584	Ly6c2	chr15	1.22521925341064	2.30990640966621	2.58405909150475	0.0255699236755865	0.999691296273799	-4.52194263341522
ENSMUSG00000027170	Eif3m	chr2	-0.870932786768236	3.05637674406836	-2.58100899851174	0.025708812773444	0.999691296273799	-4.48368416593529
ENSMUSG00000020402	Vdac1	chr11	-1.053913512761	3.14179577738768	-2.58095895144336	0.0257110979023078	0.999691296273799	-4.48973087864248
ENSMUSG00000027347	Rasgrp1	chr2	0.647646435604415	5.68860532116981	2.57275988517428	0.0260881768017063	0.999691296273799	-4.23756524638181
ENSMUSG00000023952	Gtpbp2	chr17	-2.59604598964862	0.0685026976325283	-2.56453290561441	0.0264720093080587	0.999691296273799	-4.57884375183005
ENSMUSG00000031714	Gab1	chr8	-0.981521684325068	3.90740586625731	-2.56091268665098	0.026642667112189	0.999691296273799	-4.45285410371208
ENSMUSG00000034248	Slc25a37	chr14	0.964874544606111	2.92910194298931	2.55995508071497	0.026687989509708	0.999691296273799	-4.50429576367097
ENSMUSG00000039480	Nt5dc1	chr10	-0.414895200093846	6.30561116546716	-2.55778333056905	0.0267910571091348	0.999691296273799	-4.16687534771423
ENSMUSG00000025377	Tepsin	chr11	0.420916248819662	6.54470702707472	2.54493202885256	0.0274090153265311	0.999691296273799	-4.15009754002137
ENSMUSG00000032135	Mcam	chr9	-0.455878055578733	6.11440035323304	-2.53376061556382	0.0279575574700089	0.999691296273799	-4.19018709913586
ENSMUSG00000020868	Xylt2	chr11	-0.375215031033282	7.05896589510091	-2.53363264244859	0.027963903277728	0.999691296273799	-4.11938397200529
ENSMUSG00000116988	ENSMUSG00000116988	NA	-0.468205805980594	5.26449592465044	-2.53197433186396	0.0280462619656655	0.999691296273799	-4.28162572904061
ENSMUSG00000048486	Fitm2	chr2	-2.83544838700874	0.20712877865252	-2.53028929014529	0.028130192091479	0.999691296273799	-4.57872169334245
ENSMUSG00000043017	Ptgir	chr7	-3.85637671747017	-2.06412081440134	-2.50652215233787	0.0293405834598709	0.999691296273799	-4.5892148244094
ENSMUSG00000009376	Met	chr6	0.420445034910404	7.46728550242434	2.50534094715466	0.0294020523594027	0.999691296273799	-4.11401909477348
ENSMUSG00000040907	Atp1a3	chr7	-3.93853450523864	-2.57045879793306	-2.50040331009563	0.029660371416322	0.999691296273799	-4.58965807205023
ENSMUSG00000004371	Il11	chr7	1.36308160096939	1.7560626992491	2.48938600903153	0.0302447937476778	0.999691296273799	-4.54591900479125
ENSMUSG00000040270	Bach2	chr4	-0.670160273474052	8.3213311325068	-2.48420370099757	0.0305235766523273	0.999691296273799	-4.10802814049803
ENSMUSG00000027186	Elf5	chr2	0.687576066396635	4.66911582951136	2.47848549454088	0.0308341055234764	0.999691296273799	-4.3563809584096
ENSMUSG00000025780	Itih5	chr2	0.364116712020077	7.31685107582145	2.47569446345695	0.0309867930539509	0.999691296273799	-4.12842617978403
ENSMUSG00000022483	Col2a1	chr15	-0.478082843856022	5.47577776632325	-2.47549213881225	0.0309978902156321	0.999691296273799	-4.26978771512384
ENSMUSG00000003955	Fam162a	chr16	1.20527132304995	2.70896451650857	2.47444413762789	0.0310554335008595	0.999691296273799	-4.51637615223788
ENSMUSG00000030077	Chl1	chr6	-1.2732082568259	2.68121538119235	-2.47108976544545	0.0312403170098797	0.999691296273799	-4.5176408984732
ENSMUSG00000053965	Pde5a	chr3	0.387219554595869	6.81907801329146	2.46883101059385	0.0313654187667553	0.999691296273799	-4.15431077606069
ENSMUSG00000012042	4930579F01Rik	chr3	0.595969467998194	5.25024749517544	2.46435661084161	0.0316146814182312	0.999691296273799	-4.32214272681666
ENSMUSG00000047843	Bri3	chr5	-0.920559395290987	3.28030166569835	-2.45921697020628	0.0319033918952676	0.999691296273799	-4.47456593710385
ENSMUSG00000003135	Cnot11	chr1	0.50588622161402	6.71204270108097	2.45427331562647	0.0321835213310082	0.999691296273799	-4.17327614620058
ENSMUSG00000018076	Med13l	chr5	-0.502395071428971	5.81400589141408	-2.45027616914101	0.0324117714120272	0.999691296273799	-4.24030196024499
ENSMUSG00000053182	Cd200l1	chr16	-0.738286313294384	5.16342831277183	-2.44973751077277	0.0324426510837207	0.999691296273799	-4.33331402991967
ENSMUSG00000032690	Oas2	chr5	0.663505892044121	4.2272505594042	2.44339366332273	0.0328084912664139	0.999691296273799	-4.42181997932891
ENSMUSG00000067787	Blcap	chr2	1.20594299677642	2.67041610957343	2.44331871430527	0.0328128374233955	0.999691296273799	-4.51902470315216
ENSMUSG00000004207	Psap	chr10	-0.601603886086889	5.719834436028	-2.43512870224195	0.0332911589154036	0.999691296273799	-4.2339071621824
ENSMUSG00000090210	Itga10	chr3	-0.33935661827646	7.94528297515879	-2.43494493677811	0.033301968962487	0.999691296273799	-4.12893180978118
ENSMUSG00000020982	Nemf	chr12	-0.625080702453779	11.4789272526928	-2.43238714734194	0.0334527871667601	0.999691296273799	-4.13732976071991
ENSMUSG00000039176	Polg	chr7	-0.816915438639991	6.80654396625016	-2.42806343903542	0.0337092461642995	0.999691296273799	-4.17301793454314
ENSMUSG00000035151	Elmod2	chr8	-0.917311745477573	3.63284667186104	-2.4225718553024	0.0340377393317941	0.999691296273799	-4.47386603578731
ENSMUSG00000033960	Jcad	chr18	0.362029367365979	8.11362921543111	2.42194940867398	0.0340751686756383	0.999691296273799	-4.12825400162795
ENSMUSG00000040536	Necab1	chr4	1.00159683850882	2.34850892208609	2.42123944663589	0.0341179094715574	0.999691296273799	-4.51794109028679
ENSMUSG00000015579	Nkx2-5	chr17	-0.884747882913813	2.94652698419079	-2.41648033488609	0.0344057656842526	0.999691296273799	-4.50895160716766
ENSMUSG00000050468	Astl	chr2	3.03986873058009	-0.769204526942531	2.40801246308938	0.0349238017556419	0.999691296273799	-4.58652475389646
ENSMUSG00000032172	Olfm2	chr9	-0.647490929877702	4.01616339865223	-2.40039082788793	0.0353965489574419	0.999691296273799	-4.44102285892697
ENSMUSG00000049866	Arl4c	chr1	2.96167763795171	0.253820381665952	2.40028305641493	0.0354032781034158	0.999691296273799	-4.5797842857638
ENSMUSG00000030754	Copb1	chr7	-0.574893222063164	4.82634481694512	-2.39820095355468	0.0355335268953149	0.999691296273799	-4.35143585440527
ENSMUSG00000000058	Cav2	chr6	0.347504877061374	6.69870452062235	2.3964689698762	0.0356422282032727	0.999691296273799	-4.18046984039031
ENSMUSG00000052117	D630039A03Rik	chr4	-1.36234681634429	1.55787187619956	-2.39394356515603	0.0358013047739237	0.999691296273799	-4.55472241855105
ENSMUSG00000021549	Rasa1	chr13	-2.5136498017691	-0.0769221977200283	-2.39142070590858	0.0359609096103847	0.999691296273799	-4.58259411201048
ENSMUSG00000063856	Gpx1	chr9	3.65730507283436	-2.53605031835516	2.39064546412936	0.0360100927636967	0.999691296273799	-4.59010014327083
ENSMUSG00000028289	Epha7	chr4	0.598536314998563	4.38731666300511	2.38421580555737	0.03642053066204	0.999691296273799	-4.40326640757607
ENSMUSG00000095595	Fam177a	NA	-1.84620705063935	2.9404479515418	-2.37965290775901	0.0367145549520725	0.999691296273799	-4.50810707942096
